,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
12,0.22951865196228027,0.05278651277267764,0.004741986592610677,0.0001688874747844619,0.5,10,0,172,0.6,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 172, 'subsample': 0.6}",-4266.66823423239,-3741.8660901876315,-3495.9774738922356,-3834.8372661040853,321.42784745765016,2050,-50.307287160341296,-84.36423820550871,-124.72998492218633,-86.46717009601211,30.41930557436407
13,0.3227993647257487,0.09342517258763106,0.0060876210530598955,0.0020222511560524592,0.5,10,0,172,0.8,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 172, 'subsample': 0.8}",-3932.250390905521,-3817.634860153447,-3309.8383755664554,-3686.574542208474,270.47092809208067,1792,-16.548542990745787,-38.253761742975584,-70.3185670405121,-41.70695725807782,22.086908505979334
14,0.1783116658528646,0.013815049748344944,0.0050907135009765625,0.0007915997585098639,0.5,10,0,172,1,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 172, 'subsample': 1}",-3716.7569146069764,-3942.521993929059,-3787.6505672517924,-3815.643158595942,94.26967217490834,2002,-38.59632692910787,-57.592587758624894,-83.66285504825173,-59.950589911994825,18.473731256297757
15,0.3281816641489665,0.10506813197530304,0.004785776138305664,0.00023577327284703047,0.5,10,0,210,0.6,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 210, 'subsample': 0.6}",-4276.452097508782,-3740.1105663752755,-3498.7657729757866,-3838.4428122866143,325.01377179117173,2062,-22.722784193929243,-52.67925456676135,-93.03755934394455,-56.14653270154505,28.810396437712832
16,0.24488751093546549,0.009491925711889941,0.005415042241414388,0.0012843699855524164,0.5,10,0,210,0.8,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 210, 'subsample': 0.8}",-3932.867180693084,-3818.292632601147,-3328.346890734102,-3693.168901342777,262.1744410833308,1805,-5.7275513130455025,-28.611149679619416,-59.20554575291873,-31.181415581861216,21.90781705897004
17,0.2307147979736328,0.015054020542131619,0.005456606547037761,0.001071566892253928,0.5,10,0,210,1,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 210, 'subsample': 1}",-3723.1305054088266,-3946.3881012905385,-3791.28026254481,-3820.266289748058,93.42066459297982,2016,-12.072443367382325,-31.020927931292817,-60.75325847993852,-34.615543259537894,20.03574113967771
18,0.2812972863515218,0.0055290022515397386,0.006985664367675781,0.0014878118755389488,0.5,10,0,248,0.6,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 248, 'subsample': 0.6}",-4279.605372676643,-3738.873663883245,-3496.5322038496897,-3838.337080136526,327.3332912224192,2061,-10.230783981676609,-43.75741001897184,-85.23753565193327,-46.40857655086057,30.678708273716946
19,0.3934446970621745,0.14839111466583826,0.004828850428263347,0.0001746918308072025,0.5,10,0,248,0.8,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 248, 'subsample': 0.8}",-3933.826231891711,-3815.4476147081205,-3321.562158823888,-3690.2786684745734,265.16318575336794,1801,-2.222396758377511,-27.895007402392412,-59.604909936609786,-29.907438032459904,23.46949243085763
20,0.27173082033793133,0.009097792972619938,0.004977305730183919,4.803896075876269e-05,0.5,10,0,248,1,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 248, 'subsample': 1}",-3724.289312653153,-3948.1514593139373,-3793.7911268026223,-3822.077299589904,93.55442571076863,2021,-5.387646964006016,-22.346929157407782,-52.370666039626805,-26.701747387013537,19.426345542839783
21,0.31681227684020996,0.012338318290880952,0.005070606867472331,0.00020878538209270265,0.5,10,0,286,0.6,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 286, 'subsample': 0.6}",-4279.870957716525,-3735.1609879124667,-3506.657219331097,-3840.563054986696,324.3424816605973,2064,-4.6063040297011115,-33.4415565186703,-71.1592229277222,-36.40236115869787,27.250657809172846
22,0.33174721399943036,0.002822504539564001,0.005326430002848308,0.00034633581102958157,0.5,10,0,286,0.8,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 286, 'subsample': 0.8}",-3933.8400256175837,-3812.9606539617166,-3322.398357578466,-3689.7330123859224,264.39114595596686,1800,-0.8747188682298241,-22.584881201743507,-51.385942452551,-24.948514174174775,20.68874086095453
23,0.31374915440877277,0.0057620270644202845,0.005698442459106445,0.00045914891542409323,0.5,10,0,286,1,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 286, 'subsample': 1}",-3724.49740146629,-3949.3238103805456,-3794.967635908276,-3822.9296159183705,93.89047797259578,2024,-2.301603399772049,-18.6319486911387,-46.8199700626751,-22.584507384528617,18.38818973783061
24,0.3998231887817383,0.05674898310820014,0.005559444427490234,0.00019583857471997345,0.5,10,0,324,0.6,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 324, 'subsample': 0.6}",-4280.364690761998,-3745.9667615025082,-3521.5804105072407,-3849.303954257249,318.27381036381786,2118,-1.8853869692760308,-31.965623961268292,-62.94099433248849,-32.26400175434427,24.92674025490486
25,0.379162073135376,0.004325675910214824,0.006063381830851237,0.000518491083872637,0.5,10,0,324,0.8,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 324, 'subsample': 0.8}",-3933.8442540410674,-3814.7847136117784,-3330.4976468586833,-3693.0422048371765,260.9249073733336,1804,-0.27754919553657353,-20.870032434571492,-53.82276768123437,-24.990116437114143,22.053025866628584
26,0.3967888355255127,0.03498608909496094,0.00596157709757487,0.0009564028952288276,0.5,10,0,324,1,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 324, 'subsample': 1}",-3724.788989087115,-3949.5868010514514,-3795.1355328163963,-3823.170440984988,93.88993954982354,2026,-0.7697989158159079,-16.53568087216882,-42.886365998667124,-20.063948595550617,17.374076676799643
27,0.47254157066345215,0.058138352774371675,0.006377379099527995,0.0005883037365973955,0.5,10,0,362,0.6,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 362, 'subsample': 0.6}",-4280.432771854574,-3756.0325899798377,-3532.0726519201876,-3856.1793379181995,313.61626830573755,2128,-1.1467631427096252,-30.718746019613985,-69.54350170383523,-33.80300362205295,28.00789109243314
28,0.46710705757141113,0.024264759301929544,0.007269541422526042,0.0013610274380453993,0.5,10,0,362,0.8,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 362, 'subsample': 0.8}",-3933.8541492637646,-3817.42279318042,-3328.2625056338643,-3693.1798160260164,262.37701593665207,1806,-0.1536303185590558,-21.604379599159422,-49.53071892199171,-23.76290961323673,20.21581325932852
29,0.542143980662028,0.04544210412208242,0.00629727045694987,0.0006011436691879001,0.5,10,0,362,1,"{'colsample_bytree': 0.5, 'max_depth': 10, 'min_child_weight': 0, 'n_estimators': 362, 'subsample': 1}",-3724.8449821055738,-3949.7250705662627,-3795.3801044926745,-3823.316719054837,93.90812663242711,2027,-0.3488354672108284,-15.946925414510032,-41.12519213736578,-19.14031767302888,16.79932799073619
